HMDBID,Name,Biospecimen,Subject_age,Concentration_average,Concentration_units
HMDB0001201,Guanosine diphosphate,Cerebrospinal Fluid (CSF),Adult,1.86,uM
HMDB0001220,Prostaglandin E2,Blood,Adult,6.32E-04,uM
HMDB0001220,Prostaglandin E2,Cerebrospinal Fluid (CSF),Adult,0.0013,uM
HMDB0001220,Prostaglandin E2,Urine,Adult,0.00624425,umol/mmol creatinine
HMDB0001220,Prostaglandin E2,Urine,Newborn,2.00E-04,umol/mmol creatinine
HMDB0001238,N-Acetylserotonin,Blood,Adult,0.4327,uM
HMDB0001244,"15-Keto-13,14-dihydroprostaglandin A2",Blood,Adult,1.30E-04,uM
HMDB0001247,Aluminum,Blood,Adult,0.185,uM
HMDB0001247,Aluminum,Blood,Elderly,0.1,uM
HMDB0001247,Aluminum,Cerebrospinal Fluid (CSF),Adult,60.55,uM
HMDB0001247,Aluminum,Saliva,Adult,45.8145,uM
HMDB0001247,Aluminum,Urine,Adult,0.333666667,umol/mmol creatinine
HMDB0001248,FAD,Blood,Adolescent,0.078,uM
HMDB0001248,FAD,Blood,Adult,0.068,uM
HMDB0001251,Lanosterol,Blood,Adult,0.48,uM
HMDB0001256,Spermine,Blood,Adult,3.385666667,uM
HMDB0001256,Spermine,Blood,Children,0.09,uM
HMDB0001256,Spermine,Cerebrospinal Fluid (CSF),Adult,0.14,uM
HMDB0001256,Spermine,Saliva,Adult,0.180338333,uM
HMDB0001256,Spermine,Urine,Adult,0.07175,umol/mmol creatinine
HMDB0001256,Spermine,Urine,Newborn,0.045,umol/mmol creatinine
HMDB0001257,Spermidine,Blood,Adult,4.74425,uM
HMDB0001257,Spermidine,Cerebrospinal Fluid (CSF),Adult,0.12,uM
HMDB0001257,Spermidine,Feces,Adult,10,nmol/g wet feces
HMDB0001257,Spermidine,Saliva,Adult,1.051333333,uM
HMDB0001257,Spermidine,Urine,Adult,0.322,umol/mmol creatinine
HMDB0001257,Spermidine,Urine,Newborn,0.05,umol/mmol creatinine
HMDB0001259,Succinic acid semialdehyde,Cerebrospinal Fluid (CSF),Adult,28.5,uM
HMDB0001259,Succinic acid semialdehyde,Urine,Adult,0.37,umol/mmol creatinine
HMDB0001263,Allysine,Blood,Infant,0.1,uM
HMDB0001263,Allysine,Urine,Infant,0.5,umol/mmol creatinine
HMDB0001264,Dehydroascorbic acid,Blood,Adult,5.772,uM
HMDB0001264,Dehydroascorbic acid,Urine,Adult,9.1,umol/mmol creatinine
HMDB0001270,"Glyceric acid 1,3-biphosphate",Cellular Cytoplasm,Adult,0.4,uM
HMDB0001273,Guanosine triphosphate,Blood,Adult,56,uM
HMDB0001273,Guanosine triphosphate,Cerebrospinal Fluid (CSF),Adult,1.83,uM
HMDB0001276,N1-Acetylspermidine,Blood,Adult,0.038,uM
HMDB0001276,N1-Acetylspermidine,Urine,Adult,0.243375,umol/mmol creatinine
HMDB0001294,"2,3-Diphosphoglyceric acid",Blood,Newborn,530,uM
HMDB0001294,"2,3-Diphosphoglyceric acid",Cellular Cytoplasm,Adult,4500,uM
HMDB0001302,Molybdenum,Blood,Adult,0.007686667,uM
HMDB0001302,Molybdenum,Blood,Elderly,0.0094,uM
HMDB0001302,Molybdenum,Cerebrospinal Fluid (CSF),Adult,0.022,uM
HMDB0001302,Molybdenum,Saliva,Adult,0.009064,uM
HMDB0001302,Molybdenum,Urine,Adult,0.061196,umol/mmol creatinine
HMDB0001302,Molybdenum,Urine,Children,0.104,umol/mmol creatinine
HMDB0001311,D-Lactic acid,Blood,Adult,9.13,uM
HMDB0001311,D-Lactic acid,Urine,Adult,258,umol/mmol creatinine
HMDB0001314,Cyclic GMP,Blood,Adult,0.0055,uM
HMDB0001314,Cyclic GMP,Cerebrospinal Fluid (CSF),Adult,0.0024,uM
HMDB0001315,Phosphorus,Blood,Adolescent,1540,uM
HMDB0001315,Phosphorus,Blood,Adult,4666.666667,uM
HMDB0001315,Phosphorus,Blood,Children,1640,uM
HMDB0001315,Phosphorus,Blood,Newborn,2030,uM
HMDB0001315,Phosphorus,Cerebrospinal Fluid (CSF),Adult,520,uM
HMDB0001315,Phosphorus,Saliva,Adolescent,4187.41499,uM
HMDB0001315,Phosphorus,Saliva,Adult,4024.1076,uM
HMDB0001315,Phosphorus,Urine,Adult,2835.36825,umol/mmol creatinine
HMDB0001315,Phosphorus,Urine,Children,1315.7,umol/mmol creatinine
HMDB0001316,6-Phosphogluconic acid,Cellular Cytoplasm,Adult,2720,uM
HMDB0001316,6-Phosphogluconic acid,Saliva,Adult,0.2745,uM
HMDB0001321,D-Erythrose 4-phosphate,Cellular Cytoplasm,Adult,1770,uM
HMDB0001325,"N6,N6,N6-Trimethyl-L-lysine",Blood,Adult,0.36,uM
HMDB0001325,"N6,N6,N6-Trimethyl-L-lysine",Cerebrospinal Fluid (CSF),Adult,1.5,uM
HMDB0001325,"N6,N6,N6-Trimethyl-L-lysine",Urine,Adult,5.3,umol/mmol creatinine
HMDB0001327,Rubidium,Blood,Adult,2.175,uM
HMDB0001327,Rubidium,Cerebrospinal Fluid (CSF),Adult,0.499,uM
HMDB0001327,Rubidium,Saliva,Adult,2.23,uM
HMDB0001327,Rubidium,Urine,Adult,1.597,umol/mmol creatinine
HMDB0001333,Manganese,Blood,Adult,0.123833333,uM
HMDB0001333,Manganese,Blood,Children,0.1795,uM
HMDB0001333,Manganese,Blood,Elderly,0.012,uM
HMDB0001333,Manganese,Cerebrospinal Fluid (CSF),Adult,0.085,uM
HMDB0001333,Manganese,Cerebrospinal Fluid (CSF),Elderly,0.0218,uM
HMDB0001333,Manganese,Saliva,Adult,7.790175,uM
HMDB0001333,Manganese,Urine,Adult,0.0062525,umol/mmol creatinine
HMDB0001333,Manganese,Urine,Newborn,0.095,umol/mmol creatinine
HMDB0001336,"3,4-Dihydroxybenzeneacetic acid",Blood,Adult,0.010111111,uM
HMDB0001336,"3,4-Dihydroxybenzeneacetic acid",Cerebrospinal Fluid (CSF),Adult,0.0017,uM
HMDB0001336,"3,4-Dihydroxybenzeneacetic acid",Feces,Adult,28.8916,nmol/g wet feces
HMDB0001336,"3,4-Dihydroxybenzeneacetic acid",Urine,Adult,1.210166667,umol/mmol creatinine
HMDB0001336,"3,4-Dihydroxybenzeneacetic acid",Urine,Children,0.05,umol/mmol creatinine
HMDB0001341,ADP,Blood,Adult,160,uM
HMDB0001341,ADP,Cellular Cytoplasm,Adult,270,uM
HMDB0001341,ADP,Cerebrospinal Fluid (CSF),Adult,1.9,uM
HMDB0001341,ADP,Saliva,Adult,0.57167,uM
HMDB0001341,ADP,Urine,Adult,1.8,umol/mmol creatinine
HMDB0001341,ADP,Urine,Children,2.654,umol/mmol creatinine
HMDB0001348,SM(d18:1/18:0),Blood,Adult,568.42,uM
HMDB0001348,SM(d18:1/18:0),Blood,Infant,25.1,uM
HMDB0001348,SM(d18:1/18:0),Blood,Newborn,22.3,uM
HMDB0001348,SM(d18:1/18:0),Breast Milk,Adult,124,uM
HMDB0001348,SM(d18:1/18:0),Cerebrospinal Fluid (CSF),Adult,0.34,uM
HMDB0001348,SM(d18:1/18:0),Feces,Adult,4.155,nmol/g wet feces
HMDB0001348,SM(d18:1/18:0),Saliva,Adult,0.121,uM
HMDB0001348,SM(d18:1/18:0),Urine,Adult,0.0024,umol/mmol creatinine
HMDB0001348,SM(d18:1/18:0),Urine,Children,0.006,umol/mmol creatinine
HMDB0001349,Selenium,Blood,Adult,1.94882,uM
HMDB0001349,Selenium,Cerebrospinal Fluid (CSF),Adult,0.164,uM
HMDB0001349,Selenium,Saliva,Adult,4.976025,uM
HMDB0001349,Selenium,Urine,Adult,0.095575,umol/mmol creatinine
HMDB0001349,Selenium,Urine,Newborn,0.0103,umol/mmol creatinine
HMDB0001352,Hydroxypyruvic acid,Urine,Adult,10.8,umol/mmol creatinine
HMDB0001355,Parathion,Cerebrospinal Fluid (CSF),Adult,34.39485,uM
HMDB0001358,Retinal,Blood,Adult,0.155,uM
HMDB0001361,Carbon monoxide,Blood,Adult,72,uM
HMDB0001367,N-Acetyl-glucosamine 1-phosphate,Saliva,Adult,0.2485,uM
HMDB0001368,3-Mercaptopyruvic acid,Urine,Adult,0.175,umol/mmol creatinine
HMDB0001370,Diaminopimelic acid,Urine,Adult,0.08,umol/mmol creatinine
HMDB0001371,Nitrogen,Urine,Adolescent,32106.667,umol/mmol creatinine
HMDB0001371,Nitrogen,Urine,Adult,77231.74649,umol/mmol creatinine
HMDB0001371,Nitrogen,Urine,Children,38866.667,umol/mmol creatinine
HMDB0001372,Thiamine pyrophosphate,Cerebrospinal Fluid (CSF),Adult,0.0032,uM
HMDB0001377,Oxygen,Blood,Adult,6360,uM
HMDB0001377,Oxygen,Blood,Newborn,5490,uM
HMDB0001383,Sphinganine 1-phosphate,Blood,Adult,0.055,uM
HMDB0001388,alpha-Linolenic acid,Blood,Adult,30.01745263,uM
HMDB0001388,alpha-Linolenic acid,Urine,Adult,0.73,umol/mmol creatinine
HMDB0001389,Melatonin,Blood,Adult,1.33E-04,uM
HMDB0001389,Melatonin,Blood,Infant,0.00256,uM
HMDB0001389,Melatonin,Blood,Newborn,1.25E-04,uM
HMDB0001389,Melatonin,Cerebrospinal Fluid (CSF),Adult,0.0279,uM
HMDB0001389,Melatonin,Saliva,Adult,0.191,uM
HMDB0001389,Melatonin,Urine,Adult,3.30E-06,umol/mmol creatinine
HMDB0001390,Hydroxycotinine,Blood,Adult,0.25,uM
HMDB0001390,Hydroxycotinine,Saliva,Adult,0.5,uM
HMDB0001392,p-Aminobenzoic acid,Blood,Adult,15,uM
HMDB0001392,p-Aminobenzoic acid,Urine,Adult,0.235,umol/mmol creatinine
HMDB0001394,Heparin,Blood,Adult,5.193,uM
HMDB0001396,5-Methyltetrahydrofolic acid,Blood,Adult,0.16345,uM
HMDB0001396,5-Methyltetrahydrofolic acid,Cerebrospinal Fluid (CSF),Adult,0.0975,uM
HMDB0001396,5-Methyltetrahydrofolic acid,Cerebrospinal Fluid (CSF),Children,0.084,uM
HMDB0001397,Guanosine monophosphate,Blood,Adult,0.0097,uM
HMDB0001397,Guanosine monophosphate,Saliva,Adult,0.2157,uM
HMDB0001398,Guaiacol,Blood,Adult,8.5,uM
HMDB0001401,Glucose 6-phosphate,Blood,Adult,29.1,uM
HMDB0001401,Glucose 6-phosphate,Blood,Newborn,4.52,uM
HMDB0001401,Glucose 6-phosphate,Cellular Cytoplasm,Adult,38,uM
HMDB0001401,Glucose 6-phosphate,Saliva,Adult,2.972,uM
HMDB0001403,Prostaglandin D2,Blood,Adult,1.95E-04,uM
HMDB0001406,Niacinamide,Blood,Adult,0.293666667,uM
HMDB0001406,Niacinamide,Breast Milk,Adult,5.3,uM
HMDB0001406,Niacinamide,Urine,Infant,0.3,umol/mmol creatinine
HMDB0001411,Cotinine N-oxide,Blood,Adult,1.70E-05,uM
HMDB0001411,Cotinine N-oxide,Urine,Adult,0.24,umol/mmol creatinine
HMDB0001414,Putrescine,Blood,Adult,0.152,uM
HMDB0001414,Putrescine,Blood,Children,0.12,uM
HMDB0001414,Putrescine,Cerebrospinal Fluid (CSF),Adult,0.23,uM
HMDB0001414,Putrescine,Feces,Adult,25,nmol/g wet feces
HMDB0001414,Putrescine,Saliva,Adult,115.918,uM
HMDB0001414,Putrescine,Urine,Adult,0.426,umol/mmol creatinine
HMDB0001414,Putrescine,Urine,Children,4.13195,umol/mmol creatinine
HMDB0001414,Putrescine,Urine,Newborn,0.14,umol/mmol creatinine
HMDB0001419,24-Hydroxycholesterol,Blood,Adult,0.05936,uM
HMDB0001419,24-Hydroxycholesterol,Cerebrospinal Fluid (CSF),Adult,0.0034,uM
HMDB0001420,"25,26-dihydroxyvitamin D",Blood,Adult,0.001593333,uM
HMDB0001425,Estrone sulfate,Blood,Adult,0.002328333,uM
HMDB0001425,Estrone sulfate,Urine,Adult,0.0015,umol/mmol creatinine
HMDB0001426,Formaldehyde,Blood,Adult,16.3,uM
HMDB0001426,Formaldehyde,Urine,Adult,0.2,umol/mmol creatinine
HMDB0001429,Phosphate,Blood,Adolescent,461.5416667,uM
HMDB0001429,Phosphate,Blood,Adult,849.875,uM
HMDB0001429,Phosphate,Blood,Children,813.283375,uM
HMDB0001429,Phosphate,Blood,Infant,1291.645,uM
HMDB0001429,Phosphate,Blood,Newborn,847.625,uM
HMDB0001429,Phosphate,Saliva,Adult,20834.72625,uM
HMDB0001429,Phosphate,Urine,Adult,784,umol/mmol creatinine
HMDB0001429,Phosphate,Urine,Infant,1364.27,umol/mmol creatinine
HMDB0001431,Pyridoxamine,Blood,Adult,0.164,uM
HMDB0001431,Pyridoxamine,Cerebrospinal Fluid (CSF),Children,6.00E-04,uM
HMDB0001432,Agmatine,Cerebrospinal Fluid (CSF),Adult,0.31,uM
HMDB0001432,Agmatine,Saliva,Adult,0.072825,uM
HMDB0001432,Agmatine,Urine,Adult,0.025,umol/mmol creatinine
HMDB0001434,3-Methoxytyrosine,Blood,Adult,0.0455,uM
HMDB0001434,3-Methoxytyrosine,Cerebrospinal Fluid (CSF),Adult,0.025,uM
HMDB0001434,3-Methoxytyrosine,Cerebrospinal Fluid (CSF),Children,0.087,uM
HMDB0001434,3-Methoxytyrosine,Cerebrospinal Fluid (CSF),Infant,0.05,uM
HMDB0001434,3-Methoxytyrosine,Cerebrospinal Fluid (CSF),Newborn,0.1525,uM
HMDB0001434,3-Methoxytyrosine,Urine,Adult,0.06,umol/mmol creatinine
HMDB0001438,25-Hydroxyvitamin D2,Blood,Adult,0.012475,uM
HMDB0001438,25-Hydroxyvitamin D2,Blood,Children,0.0879,uM
HMDB0001438,25-Hydroxyvitamin D2,Blood,Newborn,0.0085,uM
HMDB0001438,25-Hydroxyvitamin D2,Urine,Adult,1.10E-05,umol/mmol creatinine
HMDB0001438,25-Hydroxyvitamin D2,Urine,Infant,0.00912,umol/mmol creatinine
HMDB0001438,25-Hydroxyvitamin D2,Urine,Newborn,0.0059,umol/mmol creatinine
HMDB0001442,Prostaglandin E1,Blood,Adult,3.70E-06,uM
HMDB0001448,Sulfate,Blood,Adult,352.75,uM
HMDB0001448,Sulfate,Saliva,Adult,1624.831429,uM
HMDB0001448,Sulfate,Urine,Adult,2407.89,umol/mmol creatinine
HMDB0001449,Allopregnanolone,Blood,Adult,0.003733333,uM
HMDB0001449,Allopregnanolone,Cerebrospinal Fluid (CSF),Adult,1.60E-04,uM
HMDB0001451,(R)-Lipoic acid,Blood,Adult,0.077,uM
HMDB0001452,Thromboxane A2,Blood,Adult,2.40E-04,uM
HMDB0001453,Thiocyanate,Blood,Adult,31.83,uM
HMDB0001453,Thiocyanate,Cerebrospinal Fluid (CSF),Adult,27.6,uM
HMDB0001453,Thiocyanate,Saliva,Adult,661,uM
HMDB0001453,Thiocyanate,Urine,Adult,2.30642,umol/mmol creatinine
HMDB0001453,Thiocyanate,Urine,Children,0.00273,umol/mmol creatinine
HMDB0001455,Alloepipregnanolone,Blood,Adult,9.20E-04,uM
HMDB0001460,Diethylthiophosphate,Urine,Adult,2.97E-04,umol/mmol creatinine
HMDB0001460,Diethylthiophosphate,Urine,Children,3.93E-04,umol/mmol creatinine
HMDB0001471,Epipregnanolone,Blood,Adult,0.00167,uM
HMDB0001473,Dihydroxyacetone phosphate,Blood,Adult,15.6,uM
HMDB0001473,Dihydroxyacetone phosphate,Blood,Newborn,12.1,uM
HMDB0001473,Dihydroxyacetone phosphate,Cellular Cytoplasm,Adult,140,uM
HMDB0001473,Dihydroxyacetone phosphate,Saliva,Adult,4.192,uM
HMDB0001475,Zirconium,Blood,Adult,0.00329,uM
HMDB0001475,Zirconium,Cerebrospinal Fluid (CSF),Adult,0.277,uM
HMDB0001475,Zirconium,Saliva,Adult,0.237,uM
HMDB0001475,Zirconium,Urine,Adult,0.021,umol/mmol creatinine
HMDB0001476,3-Hydroxyanthranilic acid,Blood,Adult,0.079,uM
HMDB0001476,3-Hydroxyanthranilic acid,Urine,Adult,3.28,umol/mmol creatinine
HMDB0001478,Gallium,Cerebrospinal Fluid (CSF),Adult,2.50E-04,uM
HMDB0001478,Gallium,Saliva,Adult,0.028,uM
HMDB0001478,Gallium,Urine,Adult,0.0029,umol/mmol creatinine
HMDB0001487,NADH,Blood,Adult,22,uM
HMDB0001488,Nicotinic acid,Blood,Adult,51.15,uM
HMDB0001488,Nicotinic acid,Blood,Children,23,uM
HMDB0001488,Nicotinic acid,Blood,Newborn,47,uM
HMDB0001488,Nicotinic acid,Cerebrospinal Fluid (CSF),Adult,4.915,uM
HMDB0001488,Nicotinic acid,Saliva,Adult,5.69,uM
HMDB0001488,Nicotinic acid,Urine,Adult,0.65,umol/mmol creatinine
HMDB0001489,Ribose 1-phosphate,Cellular Cytoplasm,Adult,60,uM
HMDB0001490,Vanylglycol,Blood,Adult,0.019766667,uM
HMDB0001490,Vanylglycol,Cerebrospinal Fluid (CSF),Adolescent,0.107,uM
HMDB0001490,Vanylglycol,Cerebrospinal Fluid (CSF),Adult,6.208907692,uM
HMDB0001490,Vanylglycol,Cerebrospinal Fluid (CSF),Children,0.0645,uM
HMDB0001490,Vanylglycol,Cerebrospinal Fluid (CSF),Infant,0.089333333,uM
HMDB0001490,Vanylglycol,Urine,Adult,0.4035,umol/mmol creatinine
HMDB0001490,Vanylglycol,Urine,Infant,0.06,umol/mmol creatinine
HMDB0001491,Pyridoxal 5'-phosphate,Blood,Adolescent,0.05765,uM
HMDB0001491,Pyridoxal 5'-phosphate,Blood,Adult,0.064475,uM
HMDB0001491,Pyridoxal 5'-phosphate,Blood,Children,0.061,uM
HMDB0001491,Pyridoxal 5'-phosphate,Blood,Newborn,0.056,uM
HMDB0001491,Pyridoxal 5'-phosphate,Cerebrospinal Fluid (CSF),Adult,9.72E-04,uM
HMDB0001491,Pyridoxal 5'-phosphate,Cerebrospinal Fluid (CSF),Children,0.027466667,uM
HMDB0001491,Pyridoxal 5'-phosphate,Cerebrospinal Fluid (CSF),Infant,0.053866667,uM
HMDB0001491,Pyridoxal 5'-phosphate,Cerebrospinal Fluid (CSF),Newborn,0.0515,uM
HMDB0001492,gamma-Tocopherol,Blood,Adolescent,1.865,uM
HMDB0001492,gamma-Tocopherol,Blood,Adult,13.29948118,uM
HMDB0001492,gamma-Tocopherol,Blood,Children,1.4655,uM
HMDB0001492,gamma-Tocopherol,Breast Milk,Adult,0.5430037,uM
HMDB0001495,Queuine,Amniotic Fluid,Adult,0.105,uM
HMDB0001496,7alpha-Hydroxycholesterol,Blood,Adult,0.2155,uM
HMDB0001496,7alpha-Hydroxycholesterol,Cerebrospinal Fluid (CSF),Adult,0.004,uM
HMDB0001505,Benzene,Blood,Adult,3.84E-04,uM
HMDB0001505,Benzene,Blood,Children,3.07E-04,uM
HMDB0001509,20-Hydroxy-leukotriene B4,Blood,Adult,5.00E-05,uM
HMDB0001509,20-Hydroxy-leukotriene B4,Cerebrospinal Fluid (CSF),Children,7.50E-06,uM
HMDB0001509,20-Hydroxy-leukotriene B4,Urine,Children,2.50E-06,umol/mmol creatinine
HMDB0001511,Phosphocreatine,Breast Milk,Adult,22.9,uM
HMDB0001511,Phosphocreatine,Urine,Children,53.679,umol/mmol creatinine
HMDB0001514,Glucosamine,Blood,Adult,0.51,uM
HMDB0001514,Glucosamine,Saliva,Adult,3.02,uM
HMDB0001514,Glucosamine,Urine,Adult,1.45,umol/mmol creatinine
HMDB0001517,AICAR,Saliva,Adult,0.497666667,uM
HMDB0001518,alpha-CEHC,Blood,Adult,0.013,uM
HMDB0001520,Flavin mononucleotide,Blood,Adolescent,0.016,uM
HMDB0001520,Flavin mononucleotide,Blood,Adult,0.00795,uM
HMDB0001522,Methylguanidine,Blood,Adult,0.025,uM
HMDB0001522,Methylguanidine,Cerebrospinal Fluid (CSF),Adult,0.025,uM
HMDB0001522,Methylguanidine,Saliva,Adult,5.25,uM
HMDB0001522,Methylguanidine,Urine,Adult,1.1975,umol/mmol creatinine
HMDB0001522,Methylguanidine,Urine,Children,9.073,umol/mmol creatinine
HMDB0001522,Methylguanidine,Urine,Newborn,20,umol/mmol creatinine
HMDB0001525,Imidazole,Urine,Adult,9.42,umol/mmol creatinine
HMDB0001527,3-Methylthiopropionic acid,Urine,Adult,0.036,umol/mmol creatinine
HMDB0001532,Deoxyadenosine triphosphate,Urine,Infant,0,umol/mmol creatinine
HMDB0001533,"5,10-Methylene-THF",Blood,Adult,0.01,uM
HMDB0001537,6-Hydroxydopamine,Urine,Adult,0.14,umol/mmol creatinine
HMDB0001538,3-Pyridylacetic acid,Blood,Adult,2.47,uM
HMDB0001539,Asymmetric dimethylarginine,Blood,Adult,198.1756,uM
HMDB0001539,Asymmetric dimethylarginine,Blood,Children,0.7375,uM
HMDB0001539,Asymmetric dimethylarginine,Cerebrospinal Fluid (CSF),Adult,0.06,uM
HMDB0001539,Asymmetric dimethylarginine,Urine,Adult,5.684,umol/mmol creatinine
HMDB0001539,Asymmetric dimethylarginine,Urine,Children,8.86,umol/mmol creatinine
HMDB0001539,Asymmetric dimethylarginine,Urine,Newborn,2.32,umol/mmol creatinine
HMDB0001544,m-Chlorobenzoic acid,Urine,Adult,0.68,umol/mmol creatinine
HMDB0001545,Pyridoxal,Blood,Adult,0.251,uM
HMDB0001545,Pyridoxal,Cerebrospinal Fluid (CSF),Children,0.036,uM
HMDB0001546,CDP,Blood,Adult,36,uM
HMDB0001547,Corticosterone,Blood,Adult,0.027,uM
HMDB0001548,D-Ribose 5-phosphate,Blood,Adult,13.2,uM
HMDB0001548,D-Ribose 5-phosphate,Cellular Cytoplasm,Adult,0.281,uM
HMDB0001548,D-Ribose 5-phosphate,Saliva,Adult,0.764666667,uM
HMDB0001553,2-Oxo-4-methylthiobutanoic acid,Urine,Children,0.02,umol/mmol creatinine
HMDB0001555,Pyridoxamine 5'-phosphate,Blood,Adult,0.00799,uM
HMDB0001562,Folinic acid,Blood,Adult,0.0025,uM
HMDB0001563,1-Methylguanosine,Blood,Adult,0.04605,uM
HMDB0001563,1-Methylguanosine,Breast Milk,Adult,0.68,uM
HMDB0001563,1-Methylguanosine,Urine,Adult,1.63,umol/mmol creatinine
HMDB0001565,Phosphorylcholine,Blood,Adult,1.115,uM
HMDB0001565,Phosphorylcholine,Breast Milk,Adult,462.5,uM
HMDB0001565,Phosphorylcholine,Cerebrospinal Fluid (CSF),Adult,1.42,uM
HMDB0001565,Phosphorylcholine,Saliva,Adult,5.584285714,uM
HMDB0001565,Phosphorylcholine,Urine,Adult,1.1,umol/mmol creatinine
HMDB0001586,Glucose 1-phosphate,Saliva,Adult,1.32,uM
HMDB0001587,Phenylglyoxylic acid,Urine,Adult,21.97,umol/mmol creatinine
HMDB0001587,Phenylglyoxylic acid,Urine,Newborn,0.019,umol/mmol creatinine
HMDB0001624,2-Hydroxycaproic acid,Urine,Children,0,umol/mmol creatinine
HMDB0001644,D-Xylulose,Blood,Adolescent,2.5,uM
HMDB0001644,D-Xylulose,Cerebrospinal Fluid (CSF),Adolescent,2.5,uM
HMDB0001644,D-Xylulose,Urine,Adolescent,2.5,umol/mmol creatinine
HMDB0001644,D-Xylulose,Urine,Adult,19.7,umol/mmol creatinine
HMDB0001644,D-Xylulose,Urine,Children,5.5,umol/mmol creatinine
HMDB0001645,L-Norleucine,Urine,Adult,0.0065,umol/mmol creatinine
HMDB0001659,Acetone,Blood,Adult,54.01666667,uM
HMDB0001659,Acetone,Breast Milk,Adult,10.3,uM
HMDB0001659,Acetone,Cerebrospinal Fluid (CSF),Adult,68.03333333,uM
HMDB0001659,Acetone,Feces,Children,168563.218,nmol/g wet feces
HMDB0001659,Acetone,Saliva,Adult,15.268,uM
HMDB0001659,Acetone,Urine,Adult,3.065,umol/mmol creatinine
HMDB0001659,Acetone,Urine,Children,3.914,umol/mmol creatinine
HMDB0001659,Acetone,Urine,Infant,4.2,umol/mmol creatinine
HMDB0001659,Acetone,Urine,Newborn,62,umol/mmol creatinine
HMDB0001713,m-Coumaric acid,Blood,Adult,0.130125,uM
HMDB0001713,m-Coumaric acid,Feces,Adult,1.4275,nmol/g wet feces
HMDB0001713,m-Coumaric acid,Urine,Adult,0.12475,umol/mmol creatinine
HMDB0001713,m-Coumaric acid,Urine,Children,11.192,umol/mmol creatinine
HMDB0001721,DL-O-Phosphoserine,Urine,Adult,0.69,umol/mmol creatinine
HMDB0001830,Progesterone,Blood,Adolescent,0.00651,uM
HMDB0001830,Progesterone,Blood,Adult,0.013728571,uM
HMDB0001830,Progesterone,Blood,Children,0.0011,uM
HMDB0001830,Progesterone,Blood,Infant,0.0042,uM
HMDB0001830,Progesterone,Blood,Newborn,0.022935,uM
HMDB0001830,Progesterone,Cerebrospinal Fluid (CSF),Adult,0.001,uM
HMDB0001842,Guanidine,Blood,Adult,0.29,uM
HMDB0001842,Guanidine,Cerebrospinal Fluid (CSF),Adult,0.05,uM
HMDB0001842,Guanidine,Urine,Adult,0.42,umol/mmol creatinine
HMDB0001844,Methylsuccinic acid,Feces,Adult,116.452,nmol/g wet feces
HMDB0001844,Methylsuccinic acid,Saliva,Adult,8.04,uM
HMDB0001844,Methylsuccinic acid,Urine,Adult,2.443333333,umol/mmol creatinine
HMDB0001844,Methylsuccinic acid,Urine,Children,3.054,umol/mmol creatinine
HMDB0001844,Methylsuccinic acid,Urine,Infant,4.9,umol/mmol creatinine
HMDB0001844,Methylsuccinic acid,Urine,Newborn,2.7,umol/mmol creatinine
HMDB0001846,Tetrahydrofolic acid,Blood,Adult,0.0025,uM
HMDB0001847,Caffeine,Blood,Adult,41.5,uM
HMDB0001847,Caffeine,Saliva,Adult,9.65,uM
HMDB0001847,Caffeine,Urine,Adult,0.765,umol/mmol creatinine
HMDB0001849,Propranolol,Urine,Adult,0.0026,umol/mmol creatinine
HMDB0001851,L-Arabitol,Blood,Adult,2,uM
HMDB0001851,L-Arabitol,Cerebrospinal Fluid (CSF),Adult,28.9,uM
HMDB0001851,L-Arabitol,Urine,Adolescent,50,umol/mmol creatinine
HMDB0001851,L-Arabitol,Urine,Adult,25.54,umol/mmol creatinine
HMDB0001852,all-trans-Retinoic acid,Blood,Adult,0.258166667,uM
HMDB0001854,Tellurium,Saliva,Adult,0.021,uM
HMDB0001854,Tellurium,Urine,Adult,0.494,umol/mmol creatinine
HMDB0001855,5-Hydroxytryptophol,Blood,Adult,9.00E-04,uM
HMDB0001855,5-Hydroxytryptophol,Cerebrospinal Fluid (CSF),Adult,0.0555,uM
HMDB0001856,Protocatechuic acid,Blood,Adult,0.373555556,uM
HMDB0001856,Protocatechuic acid,Feces,Adult,5.6062,nmol/g wet feces
HMDB0001856,Protocatechuic acid,Urine,Adult,0.096,umol/mmol creatinine
HMDB0001857,"1,3-Dimethyluric acid",Urine,Adult,4.076666667,umol/mmol creatinine
HMDB0001857,"1,3-Dimethyluric acid",Urine,Children,4.758,umol/mmol creatinine
HMDB0001858,p-Cresol,Blood,Adult,5.556,uM
HMDB0001858,p-Cresol,Feces,Adult,33403.8052,nmol/g wet feces
HMDB0001858,p-Cresol,Feces,Children,1892153.654,nmol/g wet feces
HMDB0001858,p-Cresol,Urine,Adolescent,23,umol/mmol creatinine
HMDB0001858,p-Cresol,Urine,Adult,32.91,umol/mmol creatinine
HMDB0001858,p-Cresol,Urine,Children,13.8165,umol/mmol creatinine
HMDB0001858,p-Cresol,Urine,Newborn,17.6,umol/mmol creatinine
HMDB0001859,Acetaminophen,Cerebrospinal Fluid (CSF),Adult,11,uM
HMDB0001859,Acetaminophen,Urine,Adult,8.2,umol/mmol creatinine
HMDB0001860,Paraxanthine,Blood,Adult,10,uM
HMDB0001860,Paraxanthine,Urine,Adult,2.5,umol/mmol creatinine
HMDB0001860,Paraxanthine,Urine,Children,3.44,umol/mmol creatinine
